datetime,lake-stage,lake-swgw,riv-swgw,riv-flow,wt01-i2-j17,wt02-i3-j10,wt03-i6-j20,wt04-i12-j22,wt05-i14-j11,wt06-i16-j18,wt07-i17-j1,wt08-i18-j6,wt09-i19-j11,wt10-i18-j22,wt11-i26-j5,wt12-i27-j11,wt13-i28-j23,wt14-i30-j6,wt15-i33-j14,wt16-i36-j1,wt17-i37-j22,reilly,vc,dw,aq01-i2-j17,aq02-i3-j10,aq03-i6-j20,aq04-i12-j22,aq05-i14-j11,aq06-i16-j18,aq07-i17-j1,aq08-i18-j6,aq09-i19-j11,aq10-i18-j22,aq11-i26-j5,aq12-i27-j11,aq13-i28-j23,aq14-i30-j6,aq15-i33-j14,aq16-i36-j1,aq17-i37-j22,diff01-i2-j17,diff02-i3-j10,diff03-i6-j20,diff04-i12-j22,diff05-i14-j11,diff06-i16-j18,diff07-i17-j1,diff08-i18-j6,diff09-i19-j11,diff10-i18-j22,diff11-i26-j5,diff12-i27-j11,diff13-i28-j23,diff14-i30-j6,diff15-i33-j14,diff16-i36-j1,diff17-i37-j22
2006-01-01,14.066030871906673,105185.494643799,-1387376.181489328,-1335633.5010224977,13.246935448714192,13.050041289441468,13.401361743264712,12.544121371155908,12.077999272097571,11.876444128968128,9.895115580163036,9.401201305877589,9.54989370086924,11.764203258868376,3.9219325017127487,3.8969875663918176,8.629555700838432,2.0975467834160733,5.035503962368973,2.785518899269737,7.250497445435623,12.54530941424486,5.548316090993662,10.444420301490036,12.88437450149647,12.385166480690511,12.876962527185942,12.542174639378205,11.407699533575473,11.872925707951808,9.88518613906299,9.38748431908662,9.535869468537287,11.761990677310608,3.9117703736203393,3.885938968465589,8.626048133255006,2.0822869620123026,5.018706242253522,2.7683383460529436,7.247110418211808,0.3625609472177213,0.6648748087509571,0.5243992160787698,0.0019467317777035,0.6702997385220986,0.0035184210163201,0.0099294411000467,0.0137169867909676,0.0140242323319537,0.0022125815577673,0.0101621280924093,0.0110485979262286,0.0035075675834264,0.0152598214037706,0.0167977201154512,0.0171805532167934,0.0033870272238152
2006-02-01,14.073060966867564,124395.1532213424,-558310.3124007885,-531709.4429337529,12.886779089206907,12.877945289227137,13.140894194819015,11.885371551010085,11.626925595097568,11.022855183120562,8.518622431405056,8.054851162803109,8.26961082748049,10.676924412658172,2.195909350785127,2.380721357995104,5.4472045451094715,-0.0511313185089448,2.377928584413715,-0.393105160666351,3.5717980193515615,11.236021602927524,2.6238715301196622,8.796435844497614,12.291341239013942,11.74574195252952,12.338715456555386,11.882740389408704,10.599023976211845,11.018697793859385,8.513635067176173,8.048792935763542,8.262177232877347,10.674376531117176,2.1931196355462146,2.3771167764204466,5.447654738443139,-0.054047788441371,2.3759141034915867,-0.3932263850803089,3.5716769758863323,0.5954378501929654,1.132203336697616,0.8021787382636294,0.0026311616013803,1.027901618885723,0.0041573892611772,0.0049873642288833,0.006058227039567,0.0074335946031425,0.0025478815409964,0.0027897152389124,0.0036045815746574,-0.0004501933336671,0.0029164699324262,0.0020144809221283,0.0001212244139578,0.0001210434652292
2006-03-01,14.134088928736102,118385.69392524696,-1140122.90539386,-1110188.947414718,13.039177015162744,12.932283638874036,13.305466625130022,12.531177196115417,12.011224476796633,11.898878747336028,9.65005426493572,9.175521096363344,9.475288774246426,11.91752563605682,3.3994639312900032,3.9203111767445114,9.430267950621568,0.9226418915123578,5.3637433283937765,1.4424125855978784,8.083993349979817,11.455924843099938,5.979263041916601,10.710499024969192,12.483223069106888,11.950122751599418,12.602784624721757,12.52883879718649,11.203671713136789,11.894499621856076,9.636960587566136,9.16052729268392,9.45903183200046,11.914792196329898,3.388993352564192,3.9081639824311,9.423339609785776,0.907327079696899,5.342835225664268,1.4232917928021045,8.078174112639536,0.5559539460558565,0.9821608872746186,0.7026820004082648,0.0023383989289271,0.8075527636598441,0.0043791254799518,0.013093677369584,0.0149938036794239,0.0162569422459668,0.0027334397269207,0.010470578725811,0.0121471943134112,0.0069283408357918,0.0153148118154587,0.0209081027295088,0.0191207927957739,0.0058192373402814
2006-04-01,13.792893202647424,151523.81598651977,-358637.72060068813,-339192.7623429952,11.201822579521862,11.802711592209745,11.219572652783596,9.685777813078442,10.11799365606513,8.995128381331401,7.432283503095715,6.941677439602088,6.895439269326026,8.498325610746724,1.6867725212316804,1.8317835220985936,4.423530207551598,-0.402076252752972,1.8401263166126045,-0.7464255975061939,2.973776642104319,9.835598175049288,2.074466560206287,7.016834822287055,10.799492695672814,10.626126523796676,10.68664132402021,9.685685111465634,9.262789035030522,8.994993093723881,7.431948804915963,6.940752811694094,6.894267703045639,8.49822655992526,1.685506689512957,1.8312786990122345,4.423834459841985,-0.4062243188050155,1.8394810510523365,-0.7475998717414275,2.9736394037152367,0.4023298838490472,1.1765850684130683,0.5329313287633859,9.270161280738876e-05,0.8552046210346074,0.0001352876075202,0.0003346981797518,0.0009246279079944,0.0011715662803872,9.905082146310916e-05,0.0012658317187235,0.0005048230863591,-0.0003042522903875,0.0041480660520435,0.000645265560268,0.0011742742352336,0.0001372383890823
2006-05-01,13.900207064116492,116463.77770994716,-1148275.4440325266,-1106426.3300804817,13.008518484648624,12.862630411029915,13.23558177392073,12.361359833206246,11.922964147247646,11.677907605264496,9.67103046995192,9.197552704203495,9.412323586968384,11.603429568786124,3.493530287008397,3.752524767170416,8.466407538569584,1.0713604752389487,4.840593315531419,1.5789307537697093,7.075614179055949,11.341848207732456,5.360400088735436,10.262508745771584,12.34152408797226,11.730106726468824,12.407341194229367,12.358336094522368,11.038015696904392,11.672446204739552,9.655063756013687,9.179261305721983,9.393062657263528,11.600422910122488,3.4821705790636543,3.7398143556315127,8.46184987545402,1.0560677844257045,4.822607441028383,1.5601937339360203,7.0713505034747515,0.6669943966763636,1.132523684561091,0.8282405796913626,0.0030237386838773,0.8849484503432539,0.0054614005249433,0.0159667139382317,0.0182913984815122,0.0192609297048562,0.0030066586636365,0.0113597079447425,0.0127104115389031,0.0045576631155643,0.0152926908132442,0.0179858745030356,0.0187370198336889,0.0042636755811971
2006-06-01,13.333871982159916,120626.76908663854,-439025.47042343894,-415131.22631691064,11.463002243170113,12.206958066873533,11.41511747435156,9.69470663683194,10.310178361782642,8.970275765984322,7.5700262671884735,7.062295263520947,6.953477632300206,8.455999696126694,1.8769272203530156,1.908538596555768,4.344745411742079,-0.186948691320462,1.8677319593403143,-0.4247741837325195,2.9079062982045274,9.945163926671569,2.0812360109795778,6.9440490455138475,10.904465433010014,10.650358641083654,10.72729236527472,9.694611851893471,9.283984817791325,8.970195112167158,7.568197479855395,7.05981617966533,6.9516511171819415,8.455898525394757,1.8743663238352752,1.9062327372466563,4.34506184827616,-0.192385415804226,1.8671184837466577,-0.4275690136271531,2.907787468520543,0.5585368101600992,1.5565994257898783,0.6878251090768401,9.478493846870606e-05,1.026193543991317,8.065381716448883e-05,0.0018287873330784,0.0024790838556167,0.0018265151182648,0.0001011707319378,0.0025608965177403,0.0023058593091116,-0.0003164365340806,0.005436724483764,0.0006134755936566,0.0027948298946335,0.0001188296839842
2006-07-01,13.813019536475908,107167.59276381724,-1810241.2365212217,-1868957.876217828,13.282129346198625,12.99514029558626,13.42562488533963,12.632722193993784,12.139537259482491,11.963684516459244,10.209055605935209,9.820962479910994,9.93689853787152,11.853615634963903,4.7350961789581785,4.700343144127495,8.71039542244577,2.590118266170299,5.595028252714555,3.6689159557987727,7.367945023613448,11.928593921573317,5.999996607043076,10.556692717053616,12.68691405951618,12.021006186764632,12.690438504250062,12.629689979304208,11.380791918006231,11.957991283222874,10.194425202195506,9.802031223767436,9.92000197001063,11.850833097485962,4.706496699264268,4.67063664807158,8.706430891841858,2.548236193906496,5.576367438606216,3.6450096038818742,7.3645356308582945,0.5952152866824445,0.9741341088216284,0.7351863810895676,0.0030322146895755,0.7587453414762599,0.0056932332363697,0.0146304037397033,0.0189312561435581,0.0168965678608916,0.0027825374779411,0.0285994796939101,0.0297064960559145,0.0039645306039108,0.0418820722638031,0.0186608141083395,0.0239063519168984,0.0034093927551532
2006-08-01,13.083705169051832,99725.19461377346,-420318.3465472832,-398317.36151361134,12.088049036757424,12.483492823143736,12.219142780656288,10.232993358314044,10.672600812778764,9.38818361954041,7.641591605568558,7.138982171135627,7.1173489721754715,8.863662039558124,1.8287416159286245,1.9085105222118437,4.493440560033816,-0.2248024142826844,1.9005765934967187,-0.5213489204794302,2.994503560553547,10.32588031459087,2.127592534528085,7.210542053507138,11.358870800372802,10.927141044613132,11.216916629188637,10.232219657362627,9.535058378875652,9.387305983074928,7.640073481182888,7.137213576681262,7.115503454541305,8.863465237826219,1.8283671200030616,1.907670843629202,4.4937731524089095,-0.2255013064579934,1.899926603482457,-0.5215136667674882,2.994379371247646,0.7291782363846213,1.5563517785306047,1.0022261514676511,0.0007737009514166,1.1375424339031124,0.0008776364654821,0.0015181243856696,0.001768594454365,0.001845517634166,0.0001968017319047,0.0003744959255629,0.0008396785826416,-0.0003325923750931,0.0006988921753089,0.0006499900142618,0.000164746288058,0.0001241893059011
2006-09-01,12.4737225530544,113948.27076576636,-201121.94886118147,-189813.471076697,10.376515048054014,11.113752085645736,10.311582986861143,8.642725642711659,9.206237816540064,7.931888184022729,6.684333129909036,6.211828420859483,6.074339740931433,7.370634354948299,1.3382947274277248,1.3911715588299796,3.2438827406403887,-0.6096591366840785,1.1367745938443428,-1.0986002430284587,1.8602900760555727,9.052697736613316,1.2771070770713135,5.886423968098583,9.962665658056435,9.834097795568477,9.775197551940856,8.642639017861882,8.383168439428646,7.931834047368864,6.684051428783234,6.211028516830108,6.073352812726583,7.370555296032091,1.3380585622725774,1.390838067730512,3.2442347812839643,-0.6103380602098426,1.1363550990356486,-1.098618452060708,1.860230447664588,0.4138493899975781,1.279654290077259,0.5363854349202875,8.66248497768396e-05,0.8230693771114179,5.413665386555522e-05,0.000281701125802,0.0007999040293746,0.00098692820485,7.905891620829664e-05,0.0002361651551474,0.0003334910994674,-0.0003520406435755,0.0006789235257641,0.0004194948086941,1.82090322493611e-05,5.962839098483386e-05
2006-10-01,12.940160207231251,70179.93030675717,-1389755.8506627085,-1374874.697283595,13.077514653442414,12.86756028332922,13.297803172227423,12.494103427680148,11.978842941781595,11.805655055020225,9.88454259693123,9.467243197769834,9.652712207454076,11.776163990438356,4.028560670829355,4.160935785930747,8.720806106904599,1.594471108294683,5.295527115177108,2.4703199181895483,7.3628279759938495,11.334024514354253,5.776070478267498,10.455564000119328,12.3192398601695,11.584771607570747,12.376234855674662,12.490538610415411,11.04256461048497,11.799014991243396,9.867058612367442,9.445379825893648,9.632354386641456,11.772683017918093,4.0126868484858935,4.143497999175402,8.716123469299362,1.5737594320322374,5.2732492623558,2.4447168310541763,7.358622332827099,0.7582747932729141,1.2827886757584732,0.9215683165527616,0.0035648172647366,0.9362783312966254,0.0066400637768282,0.0174839845637873,0.0218633718761864,0.0203578208126202,0.0034809725202631,0.0158738223434617,0.0174377867553454,0.0046826376052369,0.0207116762624455,0.0222778528213076,0.025603087135372,0.0042056431667507
